year,month,vendor,categories,item,description,qty,source_type
2023,December,DISARONNO INTERNATIONAL LLC,LIQUOR,242235,ENGINE GIN - 750ML,7,Purchase order
2023,December,MACK & SCHUHLE INC,WINE,70022,ART OF EARTH ROSE ORGANIC 750ML,1,Purchase order
2023,December,KOBRAND CORPORATION,WINE,25151,MICHELE CHIARLO BARB D'ASTI - 750ML,8,Purchase order
2023,December,BACKUP BEVERAGE,KEG,24612,WEIHENSTEPHANER HEFEWEIZEN 50L KEG,2,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,359162,CH NEKRESI ICEBERG DRY WHITE - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,169893,VINO CABERNET SAUVIGNON 750ML,4,Purchase order
2023,December,SAZERAC CO,LIQUOR,71606,GEORGE T STAGG (HAL)  - 750ML,5,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,335447,COTE MAS CREMANT LIMOUX BRUT - 750ML,1,Purchase order
2023,December,FOLEY FAMILY WINES INC,WINE,323741,CHALK HILL S/C CHARD - 750ML,14,Purchase order
2023,December,PWSWN INC,WINE,356366,ZEROINCONDOTTA BARBERS D ' PIEDMONTE  - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,170390,KOOKSOONDANG ICING GRAPEFRUIT 300ML,2,Purchase order
2023,December,MOET HENNESSY USA,WINE,80111,MOET & CHANDON ICE IMPERIAL - 750ML,20,Purchase order
2023,December,REMY COINTREAU USA,LIQUOR,166283,BRUICHLADDICH - ISLAY BARLEY - 750ML,1,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,328822,LEGADO DE MONCATO MONTANA (MONTANA) - 750ML,1,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,335835,CEDRE HERITAGE CAHORS - 750ML,6,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,238257,JEFF CARREL LES DARONS RED BORD - 750ML,1,Purchase order
2023,December,BACKUP BEVERAGE,BEER,17465,LEFT HAND BRUNCH BOX 2/12 CANS,1,Purchase order
2023,December,SAZERAC CO,LIQUOR,251030,PARROT BAY PASSIONFRUIT - 50ML,62,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,233178,LES ALLEES DE CANTEMERLE - 750ML,2,Purchase order
2023,December,TROEGS BREWING COMPANY,BEER,18999,TROEGS CANTHOLOGY VARIETY 2/12 CANS,4,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,347834,DOMAINE BOUSQUET SAUVIGNON BLANC 750 ML,3,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,307882,HAKUTSURU SUPERIOR SAKE JUNMAI - 720ML,28,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,244722,FOUNDERS ALL DAY 15/19.2OZ CANS,9,Purchase order
2023,December,ALLAGASH BREWING COMPANY,BEER,60877,ALLAGASH CURIEUX 6/4 NR,2,Purchase order
2023,December,THE RIVER WINE,WINE,108804,TISHBI VYDS EMERALD RIES - 750ML,2,Purchase order
2023,December,SFB BUCK LLC,BEER,244519,BREWDOG HAZY JANE 4/6 12OZ CANS,3,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,LIQUOR,243064,LOST WHISKEY CLUB STRAIGHT BOURB WHISKEY (RED) - 375ML,4,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,KEG,42897,DOWN EAST ORIGINAL BLEND 1/6 KEG,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,83837,BLACK BOX S/BLC 6/CS - 3L,50,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,71866,NEW AMSTERDAM VODKA - PEACH - 1.75L,20,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,247162,CH PERRUCHON LUSSAC-ST EMILION - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,82031,CLOS DU BOIS CAB - 750ML,60,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,28838,ANDECHS DOPPLEBOCK 20/16.9 OZ NR,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,90010,VERDI SPRK PEACH MB NR - 750ML,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,68713,PATRON SILVER TEQUILA 12/C - 375ML,35,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,167738,RUMOR ROSE 750ML,3,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,70122,DON JULIO TEQUILA - BLANCO - 750ML,182,Purchase order
2023,December,SFB BUCK LLC,KEG,17539,NEW TRAIL MOONLIT IMPERIAL STOUT 1/6 KEG,1,Purchase order
2023,December,RM2 CONSULTING INC,WINE,351476,90+ CELLARS LOT 161 BORDEAUX - 750ML,6,Purchase order
2023,December,VERMONT HARD CIDER COMPANY LLC,BEER,73431,WOODCHUCK AMBER DFT CIDER 4/6NR - 355ML,140,Purchase order
2023,December,BOSTON BEER CORPORATION,BEER,93505,SAM ADAMS WINTERLAGER 4/6 LN - 12OZ,180,Purchase order
2023,December,PWSWN INC,WINE,169770,KAKHETI CO KISI QVERI AMBER 750ML,2,Purchase order
2023,December,SFB BUCK LLC,BEER,298199,MONTE CARLO 4/6 12OZ BOTTLES,1,Purchase order
2023,December,DC BRAU BREWING LLC,BEER,26644,DC BRAU PENN QUARTER PORT 4/6 CANS - 12OZ,100,Purchase order
2023,December,ANHEUSER BUSCH INC,LIQUOR,18228,CUTWATER MANGO MARGARITA 6/4 CAN,196,Purchase order
2023,December,SAZERAC CO,LIQUOR,47146,FIREBALL CINNAMON WHISKY - 1L,44,Purchase order
2023,December,QUINTESSENTIAL LLC,WINE,14744,BIANCHI OASIS SUR CABERNET SAUVIGNON 750ML,1,Purchase order
2023,December,CABERNET CORPORATION,WINE,316751,DON RODOLFO P/NOIR - 750ML,3,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,30978,HOOP TEA AMERICAN ORIGINAL 2/12 CAN,90,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,236446,RAEBURN SONOMA P/NOIR - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,170339,MARKHAM MERLOT 375ML,1,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,237428,TERRA COSTANTINO DE AETNA ETNA BIANCO - 750ML,3,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,4790,WESTMALLE DUBBEL ALE  - 11.2OZ,2,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,71899,CAPTAIN MORGAN WHITE RUM - 750ML,14,Purchase order
2023,December,RVWC LLC,WINE,323873,MAYACAMAS CABERNET SAUVIGNON 750ML,1,Purchase order
2023,December,BOSTON BEER CORPORATION,BEER,50734,DOGFISH HEAD SEAQUENCH ALE 2/12PK 12OZ CAN,50,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,304919,CAMPO VIEJO CAVA BRT ROSE,4,Purchase order
2023,December,DELMAR BREWING COMPANY LLC,KEG,26766,EVOLUTION LOT # 6 DOUBLE IPA 1/2K,4,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,322069,OZV ZIN - 750ML,1,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,355370,CRAFTWORK SAUVIGNON BLANC - 750ML,1,Purchase order
